user_hash,aggro_control,tempo_value,risk,greedy_eff,n_games
01DE27F723DBA6AA3F3D9B085A292626,-0.9293408018105055,0.6750270090052292,0.31651669561283036,0.17329308775268226,118
02089C8A058B9FF2B2EE88F072AA7821,0.8843217846480192,0.23787545663302248,0.541761069890421,-0.6469201421088606,19
02BE56C56050E98A011C31340F4376F0,-0.8896414037854049,0.9238902447885058,0.15401906710386187,0.5981169109779347,111
03019D3B5094E121EBCEEB6F21F0FBE5,0.314372566143821,-0.6309085649417464,-0.8474033309923624,0.557991151821325,753
03C9A80213B75DD46F4C1DF6EA966B42,-0.6861658016414014,-0.10750112922219475,0.7647115245373312,-0.30756125270708623,121
03DDBE33338D65E625315EC0ACD3CA17,0.9487675523305394,0.6318490795986523,0.9633305345861999,-0.7646320674348237,45
0595B1E1C48983DE1176D93870B0FD6F,0.555656159710915,-0.010950006551697904,-0.614018807348345,0.45833381257295686,125
0675131D304DFB550A83C54A92568BBE,0.20731697030079618,-0.3020430491255698,0.7515718720498278,-0.6499565375139674,219
08559CE836A3FD14B06DAAE60F74C1B8,0.11176180563515102,-0.619027490190933,-0.9493349774943846,0.5522915513564726,112
08591996E6B4FE84C4A7A3E0DEB275E5,0.8756205689273373,0.9936629229144309,0.6903308822252509,-0.9341725705409459,42
0A89B858BCA8B415A945FF6F713FD15D,-0.8598356938794552,-0.9909343975072048,-0.07500843984602684,0.5991031328758891,112
0B6D8FCDD2400CC700D587FF06CBED79,0.36249825496296323,-0.3481916881608685,0.32590394972874903,-0.6295282037854815,1512
0DDA8AA1520C8E3D40FB007D8FE5A967,-0.917348465247003,0.4658114513136056,0.3590378032562334,0.8988615740460008,242
1096E9BC5E950F1C713190C840555259,-0.9449978774755269,0.8463164394804212,-0.19123120546988617,0.6640546603038078,80
125C2E338A44E57B812FDEB06E6E27F0,0.4034943307097648,0.006743859368593863,-0.18504250874279835,0.2381629699102208,62
167C1F9491D465A0A9DD20C517A9A4D1,0.9461127109720222,-0.5532477024842031,0.5828784392347174,0.053096770375971526,22
17E35EC76EB8B4802240C432C779B294,0.8509190057872321,0.782154261554169,0.12657348624027928,-0.6084219194066359,106
18A343248A5C2919E24F4687D5C2EDF4,0.5923652438291593,0.08170880773008389,0.18141232969902651,-0.7106009707501744,56
1A54102EB592B0559F735C9B8A618E9A,0.8245530397662737,-0.2331043857004327,-0.27326349483300794,-0.47643292455912273,103
1B076B50A3AD4BA3C6B674BD391E746E,-0.48505902781278964,-0.6486689423424905,0.807298106067442,-0.5867384818835492,390
1CF4F23E66178C16735483B4E9918894,0.08738136597252308,-0.1542358380337261,0.8506621213889022,-0.8525822003006889,18
1E808DFEAA42A93A4F3984B28F8C44D9,0.526775587772068,-0.12792247616145497,0.3858131002891439,-0.8394869848589144,471
21995B902C82AC4F0ECBEC23A3CB54AF,0.32806122702213036,0.853292641377868,-0.6805016079474698,0.3896179632562175,224
2318A2F2FD8A424DDADF68438E653E6A,-0.7248988872779836,0.8324943608119156,-0.6937996544336649,0.5024761572973855,389
2600C5BAFBA9AAC65CDBBD1728A43F60,-0.7590455010963412,-0.9375193858977625,-0.026396214091454043,-0.09119649011201944,413
2A28BA1B2A9BB79C45156F935662DEFC,0.33462986210898826,0.9652129042563609,0.7793352520578378,-0.2208261577878501,48
2BBAF573183F94724B51C438E2929772,-0.23098141136296763,-0.5880889134267476,0.5826863094968819,0.8119549514082725,126
2D97FD1853040D7C9D7EFCF7A5D099C3,0.6395399050524085,0.05806466331901557,0.7194686743115897,-0.7510151232206219,504
30D21636EBCA160B2063419507CFA0DA,-0.9967559883310401,-0.45304634088775037,-0.08768745845202071,0.9568596627616296,138
31BA55BDF780150BB933C2A09A816ADC,0.9306013702824684,0.3253419953139912,0.5992068700098596,-0.40285760854944624,608
3366A2858944F7A419222B5507D82571,-0.8895387303299181,-0.9797077399497134,-0.8831977619445148,0.8610178160840397,36
34A5F995536D7A12F5F10F859C9928F1,-0.9252338829939792,0.6163078259884286,0.3955985653276184,0.9895553539857304,39
3A4AADD6F23C3240B8D607BB4DAFD415,-0.5851513650929459,-0.9358589388648653,-0.9672824533590557,0.8969136422541112,87
3CB4D427297FEF65F50BED6EC2602475,-0.36739794968292616,0.35625116619959907,-0.6191468962868002,0.4382373435508762,882
42C37095D9C4CC88BB95493B828A086A,-0.9650091799048323,-0.9881307760087997,-0.9827785405620707,0.9803909565295116,129
469BEB1CDF07467EC965A083CDD5DEC6,0.6503452394667151,0.6023526744393244,0.7769653055789258,-0.797867423873505,18
46B0FDE764B5F3948106719B8026CF2F,-0.511195535154646,0.08621451207451186,0.5897102751545683,-0.38170174732962636,390
484CE0F8E1A123CEC8682A11FB1366E0,-0.710042213683441,-0.97965716013964,-0.7777324398706806,0.9829235358847084,130
492796E8C3631676FD65DAA357FDB7DB,-0.9675355121345142,-0.8061076646923347,-0.903365545433162,0.9911426329450019,17
4B86A3C261DF9A344C2790D9F087B0AE,0.060700858846613186,-0.03911137807044907,0.7149063880849067,0.3933670094613116,654
4D239C1EA31D6E5619B2D86473A91146,-0.5622856423685404,0.7121242630897542,-0.9920211195316978,0.8105040891664943,88
50CE79252F6AECE65A900C2C66FEEBE3,0.9602673424428487,0.7265597670178816,-0.6879133143243406,-0.3557883559589351,83
520989A6C54D4C564231D2024D5635D8,-0.48476572488198993,0.9226293430338458,0.7631116842251253,-0.5331617106785074,21
5331B79F0B581EE92AE4E4567A253B6A,0.2950985623848472,-0.3121896052445787,0.2069816983597073,-0.5202195831759463,377
55AB2ADA7FB211E6292DDC73C0FB2B45,0.6805463101271239,0.833473703964684,-0.2698426223002231,-0.3094713085380808,38
55B9BFF41992D4CB6262E52EEEDA10B4,0.60895463494201,0.6294725311836818,0.8206647514340362,-0.864026651685009,81
58C888572FE027C1FAC56783A58A7649,-0.4696707968258864,-0.8263619084884125,0.151490920287834,-0.004681659084959409,73
5A2A39E6E9507C45EA8C3DAEA7F8519D,0.38444071186394657,0.40065201729883404,-0.32188364228376437,0.36769049870927,155
5FD8F6816683357E12989E6E21583728,-0.6949220274408382,0.03319718172808641,-0.3459878508934745,0.7650595462958667,32
60CFABDFE51C2D97B88948D11AEE066C,0.06560548672961385,-0.861747138901046,-0.9575131969806602,0.17775097437127554,224
613D0C19DD5157C604AD55924E4B802A,0.6733772072001966,-0.5626282471621565,-0.021548085460475423,-0.5238460657676568,26
6339E35E1A605B833045DF0FF158A0E2,-0.9365162433358292,0.9345655258701047,-0.5414794249887085,0.6838403130281339,351
6377FA156612948314A6C21E221DD889,-0.7426479153890387,0.903392460543374,0.2474947793794115,0.32056123785942015,36
63A6F720E6AE67A22F7843D6E05C92C6,-0.3038196626067135,-0.8116567175183471,0.10258789817433028,-0.5795539966303419,43
63BE699C66E59D8F16DD53BE2625941D,0.688104841453619,-0.8279029776086014,0.21625013731757436,-0.6937731901062554,584
66FFB43E8DB8910A32FB03BD640103F6,0.42859704743635607,-0.404828716167124,0.6612074409668944,-0.7103043582459586,32
69A338D02ADBCA97E28846EDEF41C26B,0.06393451529358614,-0.5645545376508709,-0.04546368686298027,-0.6015677753655913,546
6BC17739283EE7A7DC9E21DFD4C7D220,-0.5799220759527149,-0.6250345698470655,-0.8664655717211914,0.6308243396797671,3972
70A90F443D0F54B4B1601CDA738EEA6F,-0.8007411917246434,-0.058273306376795425,-0.9560295714917445,0.9596236957360283,140
747B9D4D4158872C2DDD67B542081539,0.7019786842258252,0.32547396256729877,0.7312358184690961,-0.7475424904194149,127
853B97737D848AE2F22D60931C888CB3,-0.269484333542191,-0.08682661045633454,-0.9457910875916586,0.8518937735991808,563
8561442F9B693BAEE3823627A8D7617E,-0.6231828307976073,-0.00210693011545633,-0.36932703232081243,0.3170971481790263,66
883C1319FCF080D81C35AB24A2D013DF,0.06854530938878625,0.7392494579054758,0.9066288892459903,-0.9518726837356813,15
8863CAB9F29423EC070294F932BCCACE,0.870609185457998,-0.446413326379747,0.3564822671528632,-0.8575606422868305,494
88AA6EFB6CCE3DCCFB0B17BF648A3B81,0.7063864007254878,0.9675451087991773,0.6689069273548416,0.10101743717157513,81
8ABEF83D8CCB9AEF0197A84CB05E1663,0.7034121667993619,-0.2288296396564624,0.5732347689957173,-0.633991872526459,16
8AC4D60D9087031C85D2725A00276782,-0.8008576194082191,-0.9589776052268784,-0.03009011405426473,-0.14475265852368033,34
8AC5B63993F6C94B19B7CF68806BE38A,0.09873186352966462,-0.9057387221731392,0.645525902840321,-0.5012043741730998,286
8D9645B12B1BBDA85C393F2FD35EB0E3,0.23810739315385365,0.4227552899143523,0.52238632213448,-0.6626277897868664,116
8F0940CEAB1D7AE7CEE4AA192B1EF127,0.12348929703687943,0.056692662319008706,0.13301562865213282,-0.5026943558567047,244
905B75A38BD84C80B7486C945CBB366C,-0.32547988516028864,-0.5922633519388097,0.39422696659513795,-0.5894237870186194,602
9452335A091F8F626D9ACEF81E932EC1,0.4989034932713877,0.4288233982057534,0.7807257068608083,-0.8420654480568335,694
9739043CD9F1194650909177A3B20B5A,0.6036327895759522,0.9102682134383905,0.7007843087132452,-0.6982562080644235,25
9C19210E2DFF9528B8D6A94B9A39A9A5,-0.465705862792679,0.7187826916472125,-0.8492845308633572,0.7607503781429311,166
9D752E1E31580AF88E4EEE4558BC414E,0.9709084844343053,0.7274497543590084,-0.762108199072303,0.10180549481689956,18
A13B2797AAB3051007EF1DFE1461A43B,0.5436356522004712,-0.5835299287982398,0.9419974324203627,-0.022661095324912464,123
A152637159DEC54F1E07D08F9A54FE87,-0.8467721366125179,0.8695176121172375,-0.13175621128892373,0.5749201060830965,128
A291E82C4070D38FB127D2A8481A505A,-0.6436009742949423,-0.14592641106166016,0.4312274824382432,-0.270257668882342,166
AA15CB2ECEA9B34592924C614376818D,0.19480029946533375,-0.40611302365771296,0.45166900416408895,-0.2911797729811687,509
AA1E12195F1251001DD8D3C801641586,-0.4077107275847987,0.01071215323317652,-0.7240013201018449,0.9780484819120149,49
ABAAB6BA7CD28C5A2E4E30A9CCC70AC3,-0.6074173546869326,-0.23517292706675394,0.40572476007064157,-0.41574834304632197,279
ACA54F4E01ACB4D94F6D77278D82F2FB,0.2634957763908198,0.5421409503121442,0.7158509592500588,-0.36814973267080553,63
AED9EBB64C3A2133E8FF4F6E788C49F5,0.6233121986053588,-0.6529576121927576,0.6138872508011074,-0.9260072340093665,35
AFC4C2FB8C6A089D351EBB921A3EF663,-0.3087814051860404,-0.18574424164575118,-0.37606202850386067,0.7197522190723522,669
B005E2735B5697C19449F3343341CAF4,-0.8219366422688931,0.9139754190649974,-0.4885151507588609,0.8769324122349044,19
B03CF8A93EC68D2AE36541FD31D76127,0.5890448231134543,-0.1752523470647729,0.43126934693308827,-0.3131400666373952,55
B50C67E45DFF453B66E3BB041622DFE1,-0.26314454217808575,0.386392009589513,-0.929197122897631,0.6025794357498914,158
B5C3A54045A0E55B6A14D520CB1FDC7B,0.39786366083439345,-0.7097584584388467,0.31145960923705884,-0.7478149829749657,1778
B7616D64D1320CF842F6474FD037B1D3,-0.3305255218710988,-0.8802382420094725,-0.11569518070029855,0.004354719634116547,91
BC6A2D9C1B85279990741B28594638D8,0.774377809549623,-0.23676109246240676,0.6331710728701508,-0.30279291453397367,73
BC96E62D69D8A94FC5F65FDE8329AE75,0.9813975909449477,0.21244395003691102,0.9349630408961733,-0.8957269500225666,37
BFC7DD7096E390BC4BE83942526270FB,-0.9161637058045096,0.7662240844383231,0.9582793850892256,-0.43682216879802377,206
C13A78DC64254196399836993550B47D,0.8369823635992895,-0.301564253716561,-0.016894757551987372,-0.8116868248577045,16
C1A3F112895805C593E34C0B98374C69,-0.31563246292579367,0.1790162222693364,0.2912710580841748,-0.6776655444811679,36
C35BD72E3B71E06567BF0237E093D663,0.7118859943568844,0.017887008166874774,0.6396159498040006,-0.7303691948674674,76
C434EFEA7E3DD45BBE654481BE46D850,0.6016363237396485,-0.7314094620814159,0.6280023040127809,-0.11763805886592531,73
C7AE0B5C48EC7652BCDC8F5AD1884B39,-0.8299110747911855,-0.5159386718998545,-0.9963341559411308,0.9668339820718362,451
CA4D8BCB62FB4DD911BB59211EBD7D9B,0.3672233593887288,0.9580090953113592,-0.09515261115284412,-0.41330673603049756,36
D07BCA33B3A8231849BDDF8DB77D23DB,0.021642229584242223,0.13955467566941884,0.8550901967902206,-0.6901918975381048,417
D2C7E0BC3CE32EF7AC937B5E7E3B6477,-0.9277023628398979,0.8144269765587389,0.18622326174865597,0.7255103443772615,118
D2D4E71B34199C03AC9320F5DD7A33D9,-0.031233941963614238,0.39378947905285494,-0.8379988517937226,0.4904860747598609,74
D3A9F7A1CE7DFB53DA0DF83890454F80,0.5925903176205841,-0.7930637189942967,0.7109766300151188,-0.7827106843530831,121
D44EC8C148BEEF35E74BBDA76DB68612,0.3527415976233748,0.7730883025123699,-0.905229429702603,0.21162322421191093,88
D765C9D4AC97140842B35AC8A331650A,0.6607026455632643,-0.2660276403326258,0.47174042057058213,-0.7009652206824408,252
D8190084817130F846A51F9B04B1E23C,-0.1130464715379846,0.004053689298842946,-0.569610268792993,0.42532926933207243,194
D960815BC12FF2A997E1DAF7456D5B5B,-0.5331029997849415,-0.8738706390614683,0.32781411867282717,0.7785973662058077,34
D9CF61918CF7837573677380D16FFCED,-0.7465387383418355,-0.16472761605891834,0.62135056173092,-0.5605368798479393,92
DABF6D835CC2C182596859917CCF27DF,0.6939095896984808,-0.45289579334967534,0.4359348071240972,-0.4600007125461144,237
DB587627BB652A6CC1430740DA3A77EB,0.12485206983068987,-0.023615588603267082,0.7764670852866439,-0.5994296119167012,46
DFDF290168D829F0922F1061A20EACA8,-0.7424288751290767,-0.2884035655771686,0.5583678546683406,-0.6181936467275788,68
E08356D52DE144B0B336D172F31F7ABF,0.12917882463162864,-0.16405913052681126,0.2596240921083964,-0.419113506257845,543
E1AAC1D5E2A5FF367C71766D4B32D5B3,0.5232755849634089,0.32852101912301457,0.7127333658927062,-0.5773332861987729,158
E1E8EB5F825FAFE433D80454C33F0954,0.12093142120619399,0.587294835573257,-0.854469646250688,0.4518569846277709,423
E1F68B170294558AF3AC4EA71A73D237,0.29491171405928174,-0.7932667591303054,0.2981238349578782,-0.598529143609016,507
E346F9E9CAAAD67CD10767838B17DF84,0.6083776896396467,-0.40033310594654226,0.1492388367949717,-0.784713742425643,40
E593DFF3965B7254AEA88635FF3B4B26,-0.6892202473321616,-0.7739550073826091,-0.9672849148322596,0.9939477804683704,15
E7EDDB2886A4FCCB21710637E78AC7B1,-0.7330715602994838,-0.23063807946598053,-0.9235219163504326,0.9380520888049407,479
E8F1B76105997B26404B2A58BA5319E1,0.9404668784488487,0.9412671748200515,0.6482288387918225,-0.3198288214562333,303
EADBE1E700922AE623C19C0E210DD8AB,0.51413944932993,-0.917948442811586,0.32794358853473454,-0.7708986105644466,41
EB7226AC835FFAA33D911079C41ABA36,0.92733615007618,0.8725307514536826,-0.71098295614824,0.1901206752283921,98
EEC7E410668000302DC14F98BF0EB6B0,0.7022767906745273,0.10900408181763102,0.4800805199643649,-0.823364441916045,726
F04429533277CB32D3BDFE3A70C72A60,0.7600935414731729,0.6731439770041647,-0.6696115949713682,0.11232302172136176,206
F0FA5952E06677D945C319F838D991A8,-0.3586174442047896,0.4967555769009856,-0.39307804442386723,0.27632723627510464,42
F2557C96DD72F0092E8823ED43A406A2,0.18863903239721097,-0.71694221770576,0.3251828511778427,-0.5687771246426229,45
F6C55D7BDF4367B3A8F6FD3F255D7C07,0.43080640141970816,-0.21772582807282792,-0.8851904799158692,0.5158386147047279,57
F76725CC204F7AE99C651C3CD5B8818E,-0.2357255748781192,-0.15450020461661532,-0.884240772058576,0.7976849276720381,477
FAB1105726228BB60FDC9E2EA54CEE62,0.057870355472121514,-0.6833337456028027,0.6172975793576841,-0.7926363586850614,236
FC38165C3F04364B080FCA653E7A5460,-0.983368788127138,-0.36848729407273334,0.7999882618916443,0.09761083841545302,20
FCE152B1C9DCC4C237B6FB82C7DCA08E,-0.46450569714369755,0.49732709226428085,-0.7222952751356275,0.6488694445369794,296
FE1402F76C5E2D79E6A7B1873EFB8BFC,0.7870311319185296,0.8372696400330428,-0.48125366164396555,0.508562485350142,53
